"MATNO","SESSION","A","B","C","D","E","F","G","H","I","J","EMA481","MEE411","MEE421","MEE431","MEE441","MEE451","MEE461","MEE471","ELA401","CED300","UBT400","FEES","PROBATION","OTHERS"
"ENG1002536",2013,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG0902621",2013,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002518",2013,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002555",2013,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002589",2013,"PRE311","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG0902511",2013,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002523",2013,"ECP281",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002588",2013,"CVE311","EEE317","MEE351","MEE321",,,,,,,1,0,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1002594",2013,"PRE311","CVE311","EEE317","MEE361","MEE321",,,,,,1,1,1,1,1,1,0,0,1,0,,1,0,"0"
"ENG0902515",2014,"EEE211","CVE311","EEE317","EMA381","MEE351","MEE361","ELA301",,,,1,0,1,0,0,0,0,1,1,1,,1,0,"0"
"ENG1102517",2014,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102507",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102496",2014,"MEE321","MEE361",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1104416",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102510",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002537",2014,"PRE211","CVE211","EEE317","PRE311","CVE311","MEE321",,,,,1,0,0,0,1,1,0,1,1,1,,1,0,"0"
"ENG0902537",2014,"EMA381","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1106027",2014,"CVE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203132",2014,"EMA381","EEE317","MEE321","MEE361","CVE311",,,,,,1,1,0,1,0,1,0,1,1,1,,1,0,"0"
"ENG1102494",2014,"ECP281","CVE311","EEE317","EMA381","MEE311","MEE321","MEE361",,,,1,1,1,0,0,0,0,0,1,0,,1,0,"0"
"ENG1105522",2014,"PRE211","PRE311","EMA381",,,,,,,,1,1,1,1,0,1,1,1,1,1,,1,0,"0"
"ENG1102505",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102495",2014,"EMA381","MEE321","MEE361",,,,,,,,1,1,1,1,0,1,1,1,1,1,,1,0,"0"
"ENG1105527",2014,"MEE361","MEE311","MEE321","PRE311",,,,,,,1,1,1,0,1,1,1,1,1,0,,1,0,"0"
"ENG1106029",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102519",2014,"PRE311","MEE351",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102532",2014,"MEE361",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102521",2014,"PRE311","MEE361","MEE321",,,,,,,,1,1,1,1,1,1,1,1,0,1,,1,0,"0"
"ENG1102531",2014,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102514",2014,"MEE311","EMA381",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102522",2014,"CHM111","PRE311","EEE317",,,,,,,,1,1,1,1,1,0,1,1,1,1,,1,0,"0"
"ENG1105531",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002600",2014,"EEE211","MEE311","EMA381","MEE321",,,,,,,1,1,1,0,0,0,1,1,1,1,,1,0,"0"
"ENG1002584",2014,"MEE321","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203066",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102491",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203077",2014,"ELA301","PRE311","EEE317","EEE211",,,,,,,1,1,1,0,1,1,1,0,1,1,,1,0,"0"
"ENG1102503",2014,"CVE311","EEE317","EMA381","PRE311",,,,,,,1,1,0,1,1,1,1,0,1,1,,1,0,"0"
"ENG1002530",2014,"EEE211","PRE211","CVE311","EEE317","EMA381","MEE311","MEE321","MEE361","PRE311",,1,0,0,0,0,0,0,0,1,0,,1,0,"0"
"ENG0902548",2014,"PRE311","EMA381",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105528",2014,"EMA381","EEE317","MEE361","MEE321",,,,,,,1,1,1,0,0,0,1,1,1,1,,1,0,"0"
"ENG1102497",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102544",2014,"EMA381",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102538",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203104",2015,"EMA281","EMA381",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203071",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203124",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303647",2015,"PRE211","MEE311","MEE351","EEE317","PRE311",,,,,,1,1,1,1,0,0,1,0,1,1,,1,0,"0"
"ENG1203129",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203058",2015,"MEE321","CVE311","EEE317","PRE311",,,,,,,1,1,1,1,0,1,0,1,1,1,,1,0,"0"
"ENG1203115",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303656",2015,"CVE311","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203084",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303663",2015,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303695",2015,"EMA381","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206121",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1202802",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203061",2015,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102490",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203118",2015,"ECP281","EMA281",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203060",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303607",2015,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203146",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203085",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203142",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203097",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203091",2015,"MTH110","CVE211","PRE211","EEE211","ECP281","ELA301","CVE311","EMA381","MEE311","MEE351",0,0,0,0,0,0,0,0,0,0,,1,0,"0"
"ENG1303614",2015,"EEE211","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203119",2015,"EEE317","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203145",2015,"MEE351","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303637",2015,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303644",2015,"EMA381","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203123",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203056",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1104115",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203079",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203073",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206118",2015,"ECP281","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203089",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203062",2015,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203103",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1306686",2015,"EMA381","EEE317",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203122",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203054",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203092",2015,"MEE311","MEE351","MEE361",,,,,,,,1,1,1,1,1,1,1,1,0,1,,1,0,"0"
"ENG1306687",2015,"GST112","ELA201","MEE321","EEE317","CVE311",,,,,,1,1,1,0,1,1,0,0,1,1,,1,0,"0"
"ENG1203143",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102498",2015,"MEE311","PRE311","ELA301",,,,,,,,1,1,1,1,1,0,1,1,1,1,,1,0,"0"
"ENG1203131",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203137",2015,"EEE211","MEE311","MEE321",,,,,,,,1,1,1,1,1,1,0,1,1,1,,1,0,"0"
"ENG1203078",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203072",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1307384",2015,"CVE311","EEE317","MEE211","MEE351","MEE361","PRE211","PRE311",,,,1,0,1,0,0,0,1,0,1,1,,1,0,"0"
"ENG1102542",2015,"MEE351","CVE311","EEE317","EMA281",,,,,,,1,1,1,0,0,1,1,1,1,1,,1,0,"0"
"ENG1303653",2015,"MEE211","MEE351","MEE311","PRE311",,,,,,,1,1,1,1,0,1,1,0,1,1,,1,0,"0"
"ENG1206123",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203083",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102471",2015,"MEE311","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203136",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203059",2015,"EEE317","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206126",2015,"MEE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203053",2015,"MEE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203050",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203070",2015,"MEE351","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203141",2015,"MEE211","MEE311","CVE311","MEE321","EEE317",,,,,,1,1,0,1,0,1,1,1,0,0,,1,0,"0"
"ENG1203074",2015,"CVE311","EEE317","MEE351","MEE361","MEE321",,,,,,1,0,0,0,1,1,0,1,1,1,,1,0,"0"
"ENG1303658",2015,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1104690",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203259",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203101",2015,"MEE311","MEE321","PRE311",,,,,,,,1,1,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1203080",2015,"MEE361","MEE321","CVE311",,,,,,,,1,1,1,1,1,1,1,1,1,0,,1,0,"0"
"ENG1203098",2015,"MEE321","MEE361","EEE317","CVE311",,,,,,,1,1,1,1,1,0,0,1,1,1,,1,0,"0"
"ENG1206124",2015,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303642",2015,"EEE211","EMA381","MEE311","PRE311","EEE317","CVE311",,,,,0,1,1,0,0,0,1,0,1,1,,1,0,"0"
"ENG1303671",2015,"MEE311","MEE321","EMA381","GST112","CVE311","EEE317","MEE361",,,,1,1,0,0,0,0,1,0,0,1,,1,0,"0"
"ENG1203057",2015,"EMA381","EEE317","MEE321",,,,,,,,1,1,0,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303674",2015,"CVE311","EEE317","EMA381","PRE311",,,,,,,1,1,1,0,1,1,0,1,1,1,,1,0,"0"
"ENG1203075",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206120",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203082",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203086",2015,"PRE311","MEE211",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203130",2015,"CVE311","EEE317","PRE311",,,,,,,,1,1,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1203052",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203087",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203095",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206122",2015,"MEE361",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002553",2015,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203125",2015,"MEE311","EEE317","MEE351",,,,,,,,1,1,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1203055",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102512",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102541",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102482",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102543",2014,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1103980",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102508",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002558",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102473",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102477",2014,"CVE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102540",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102478",2014,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002524",2014,"EMA381","EEE317","PRE311",,,,,,,,1,1,1,1,0,1,1,1,1,1,,1,0,"0"
"ENG1105691",2014,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102530",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105523",2014,"MEE321","PRE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002514",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102485",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105530",2014,"MEE351","MEE361","EEE317",,,,,,,,1,1,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1102527",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206125",2014,"EMA381","MEE321","MEE361","EEE317",,,,,,,0,1,1,0,1,1,1,1,1,1,,1,0,"0"
"ENG1102524",2014,"ECP281","PRE211","CVE311","MEE361","EEE317","MEE311",,,,,1,1,1,0,0,1,0,0,1,1,,1,0,"0"
"ENG1203128",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1104085",2015,"EEE211","EMA381","MEE321",,,,,,,,0,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303670",2015,"EEE317","MEE311","MEE351","PRE311",,,,,,,1,1,1,1,1,1,0,0,1,1,,1,0,"0"
"ENG1102545",2015,"EMA281","CVE311","EEE317","PRE311","EMA381","MEE321",,,,,1,0,1,0,0,1,0,1,1,1,,1,0,"0"
"ENG1203051",2015,"ELA201","ECP281","EEE317","PRE311","MEE311",,,,,,1,1,0,0,0,1,1,1,1,1,,1,0,"0"
"ENG1203139",2015,"CVE311","MEE351",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203334",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102492",2015,"PRE311","MEE311",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303681",2015,"CVE311","PRE311","MEE351","EMA381",,,,,,,1,1,1,1,0,1,1,0,1,1,,1,0,"0"
"ENG1203110",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203088",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203065",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203126",2015,"MEE321","MEE311","EEE317","CVE311","PRE311",,,,,,0,0,1,1,1,1,1,0,1,1,,1,0,"0"
"ENG1303686",2015,"EMA381","EEE317","MEE351","MEE311",,,,,,,0,1,1,1,0,1,1,1,1,1,,1,0,"0"
"ENG1203107",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1206391",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002557",2014,"CVE211","EMA281","EEE317","MEE311","MEE361","PRE311","EMA381","MEE351",,,1,0,1,0,0,0,0,1,1,0,,1,0,"0"
"ENG1102537",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102499",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102515",2014,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203109",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002597",2014,"MEE361","CVE311","EEE317","MEE311","MEE351","PRE311",,,,,0,1,1,1,0,0,1,0,1,1,,1,0,"0"
"ENG1002517",2014,"CVE211","PRE211","MEE321","EMA381","EEE317","CVE311",,,,,1,1,1,0,0,0,0,1,1,0,,1,0,"0"
"ENG1102529",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102504",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1106484",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102489",2014,"PRE311",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102523",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102511",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102487",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102526",2014,"EMA381",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203135",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102534",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102475",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102513",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102506",2014,"MEE321","PRE211","PRE311","EEE317",,,,,,,1,0,1,1,1,1,1,0,1,1,,1,0,"0"
"ENG1102486",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102518",2014,"MEE321",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105525",2014,"MEE361",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102516",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002572",2014,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102476",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102474",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102493",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105524",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102539",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002566",2014,"EMA281","MEE311","EEE317",,,,,,,,1,1,1,1,1,0,1,1,1,1,,1,0,"0"
"ENG1102500",2014,"ECP281","MEE321",,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102533",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1102546",2014,"EEE317",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1105526",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1002549",2014,"EEE317","MEE311","MEE321","MEE361","PRE311",,,,,,1,0,1,1,0,0,1,0,1,1,,1,0,"0"
"ENG1102528",2014,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1203067",2015,"ECP281","ELA301","MEE311","MEE321","MEE361","EEE317",,,,,1,0,0,1,1,1,0,1,1,1,,1,0,"0"
"ENG1203112",2015,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,0,"0"
"ENG1303669",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303666",2016,"EMA281","MEE311","MEE321","UBT400",,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,0,"0"
"ENG1203096",2016,"EEE211","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406992",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407008",2016,"ECP281","PRE311","UBT400",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303692",2016,"EEE317","UBT400",,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303690",2016,"CVE311","EMA281","MEE321","UBT400",,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,0,"0"
"ENG1203121",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407357",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406987",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303638",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1407007",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303634",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303632",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303660",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306685",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303662",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303675",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303665",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306696",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1203068",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303652",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303683",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303620",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303672",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1406985",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303676",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1306691",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303657",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303621",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303689",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303694",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303618",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303624",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303684",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303608",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1403747",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
"ENG1303664",2016,"UBT400",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,"0"
