COURSE_CODE,SESSION,MATNO,SCORE
PRE212,2007,ENG0702254,76
GST123,2008,ENG0702254,60
GST112,2007,ENG0702254,64
GST121,2007,ENG0702254,68
GST122,2007,ENG0702254,76
CHE222,2007,ENG0702254,54
CVE211,2007,ENG0702254,90
ECP281,2007,ENG0702254,50
MEE342,2011,ENG0702255,58
MEE372,2011,ENG0702255,52
ELA302,2011,ENG0702255,57
CVE311,2009,ENG0702255,59
EEE317,2009,ENG0702255,60
EMA381,2009,ENG0702255,57
MEE311,2009,ENG0702255,40
MEE321,2009,ENG0702255,59
MEE351,2009,ENG0702255,43
MEE361,2009,ENG0702255,52
PRE311,2009,ENG0702255,70
ELA301,2009,ENG0702255,51
EEE318,2009,ENG0702255,46
EMA382,2009,ENG0702255,65
MEE312,2009,ENG0702255,40
MEE322,2009,ENG0702255,40
MEE332,2009,ENG0702255,50
MEE342,2009,ENG0702255,32
MEE352,2009,ENG0702255,41
MEE362,2009,ENG0702255,60
MEE372,2009,ENG0702255,0
ELA302,2009,ENG0702255,38
EMA481,2010,ENG0702255,42
MEE411,2010,ENG0702255,47
MEE421,2010,ENG0702255,50
MEE431,2010,ENG0702255,72
MEE441,2010,ENG0702255,65
MEE451,2010,ENG0702255,54
MEE461,2010,ENG0702255,30
MEE471,2010,ENG0702255,33
ELA401,2010,ENG0702255,50
CED300,2010,ENG0702255,48
MEE511,2011,ENG0702255,66
MEE521,2011,ENG0702255,57
MEE551,2011,ENG0702255,40
MEE571,2011,ENG0702255,71
MEE581,2011,ENG0702255,70
PRE571,2011,ENG0702255,40
MEE501,2011,ENG0702255,71
MEE512,2011,ENG0702255,53
MEE522,2011,ENG0702255,48
MEE552,2011,ENG0702255,51
MEE572,2011,ENG0702255,50
MEE582,2011,ENG0702255,64
PRE572,2011,ENG0702255,40
MEE502,2011,ENG0702255,71
MEE461,2011,ENG0702255,62
MEE471,2011,ENG0702255,51
CVE211,2008,ENG0702255,85
ECP281,2008,ENG0702255,63
EEE211,2008,ENG0702255,56
EMA281,2008,ENG0702255,71
ENS211,2008,ENG0702255,56
MEE211,2008,ENG0702255,46
MEE221,2008,ENG0702255,57
PRE211,2008,ENG0702255,53
ELA201,2008,ENG0702255,41
CHE222,2008,ENG0702255,58
EMA282,2008,ENG0702255,72
EEE212,2008,ENG0702255,48
MEE212,2008,ENG0702255,60
MEE222,2008,ENG0702255,57
PRE212,2008,ENG0702255,54
ELA202,2008,ENG0702255,45
GST111,2007,ENG0702255,66
PHY111,2008,ENG0702255,50
PHY113,2008,ENG0702255,50
GST112,2007,ENG0702255,64
CHM111,2007,ENG0702255,64
CHM113,2007,ENG0702255,43
MTH110,2007,ENG0702255,40
MTH112,2007,ENG0702255,45
PHY111,2007,ENG0702255,30
PHY113,2007,ENG0702255,58
GST121,2007,ENG0702255,48
GST122,2007,ENG0702255,88
GST123,2007,ENG0702255,62
CHM122,2007,ENG0702255,62
CHM124,2007,ENG0702255,46
MTH123,2007,ENG0702255,49
MTH125,2007,ENG0702255,53
PHY109,2007,ENG0702255,60
PHY124,2007,ENG0702255,72
MEE362,2011,ENG0702256,19
CVE311,2009,ENG0702256,46
EEE317,2009,ENG0702256,45
EMA381,2009,ENG0702256,61
MEE311,2009,ENG0702256,54
MEE321,2009,ENG0702256,66
MEE351,2009,ENG0702256,27
MEE361,2009,ENG0702256,58
PRE311,2009,ENG0702256,80
ELA301,2009,ENG0702256,44
EEE318,2009,ENG0702256,55
EMA382,2009,ENG0702256,70
MEE312,2009,ENG0702256,40
MEE322,2009,ENG0702256,48
MEE332,2009,ENG0702256,60
MEE342,2009,ENG0702256,43
MEE352,2009,ENG0702256,40
MEE362,2009,ENG0702256,33
MEE372,2009,ENG0702256,55
ELA302,2009,ENG0702256,45
MEE471,2012,ENG0702256,40
MEE351,2010,ENG0702256,59
EMA481,2010,ENG0702256,45
MEE411,2010,ENG0702256,48
MEE421,2010,ENG0702256,55
MEE431,2010,ENG0702256,36
MEE441,2010,ENG0702256,70
MEE451,2010,ENG0702256,62
MEE461,2010,ENG0702256,41
MEE471,2010,ENG0702256,10
ELA401,2010,ENG0702256,65
CED300,2010,ENG0702256,43
MEE511,2012,ENG0702256,54
MEE551,2012,ENG0702256,51
MEE511,2011,ENG0702256,22
MEE521,2011,ENG0702256,51
MEE541,2011,ENG0702256,40
MEE551,2011,ENG0702256,22
MEE571,2011,ENG0702256,74
PRE571,2011,ENG0702256,43
MEE501,2011,ENG0702256,64
MEE512,2011,ENG0702256,43
MEE522,2011,ENG0702256,46
MEE542,2011,ENG0702256,40
MEE552,2011,ENG0702256,42
MEE572,2011,ENG0702256,46
PRE572,2011,ENG0702256,58
MEE502,2011,ENG0702256,64
MEE431,2011,ENG0702256,59
MEE471,2011,ENG0702256,35
CVE211,2008,ENG0702256,60
ECP281,2008,ENG0702256,71
EEE211,2008,ENG0702256,51
EMA281,2008,ENG0702256,66
ENS211,2008,ENG0702256,48
MEE211,2008,ENG0702256,52
MEE221,2008,ENG0702256,66
PRE211,2008,ENG0702256,58
ELA201,2008,ENG0702256,45
CHE222,2008,ENG0702256,70
EMA282,2008,ENG0702256,76
EEE212,2008,ENG0702256,81
MEE212,2008,ENG0702256,77
MEE222,2008,ENG0702256,85
PRE212,2008,ENG0702256,65
ELA202,2008,ENG0702256,50
GST111,2007,ENG0702256,64
GST112,2007,ENG0702256,66
CHM111,2007,ENG0702256,77
CHM113,2007,ENG0702256,63
MTH110,2007,ENG0702256,75
MTH112,2007,ENG0702256,80
PHY111,2007,ENG0702256,68
PHY113,2007,ENG0702256,78
GST121,2007,ENG0702256,58
GST122,2007,ENG0702256,74
GST123,2007,ENG0702256,60
CHM122,2007,ENG0702256,55
CHM124,2007,ENG0702256,46
MTH123,2007,ENG0702256,51
MTH125,2007,ENG0702256,68
PHY109,2007,ENG0702256,60
PHY124,2007,ENG0702256,68
MEE362,2012,ENG0702256,40
CHM113,2008,ENG0702257,58
CHM124,2008,ENG0702257,40
GST111,2007,ENG0702257,48
GST121,2008,ENG0702257,30
GST123,2008,ENG0702257,34
MTH125,2008,ENG0702257,60
PHY113,2008,ENG0702257,54
GST112,2007,ENG0702257,44
CHM111,2007,ENG0702257,47
CHM113,2007,ENG0702257,31
MTH110,2007,ENG0702257,50
MTH112,2007,ENG0702257,68
PHY111,2007,ENG0702257,68
PHY113,2007,ENG0702257,34
GST121,2007,ENG0702257,34
GST122,2007,ENG0702257,64
GST123,2007,ENG0702257,30
CHM122,2007,ENG0702257,53
CHM124,2007,ENG0702257,24
MTH123,2007,ENG0702257,53
MTH125,2007,ENG0702257,28
PHY109,2007,ENG0702257,55
PHY124,2007,ENG0702257,64
MEE572,2012,ENG0702258,40
MEE522,2012,ENG0702258,50
MEE312,2012,ENG0702258,61
CHM124,2011,ENG0702258,43
MEE312,2011,ENG0702258,19
CHM124,2009,ENG0702258,31
ECP281,2011,ENG0702258,41
MEE512,2012,ENG0702258,40
CVE311,2009,ENG0702258,54
EEE317,2009,ENG0702258,55
EMA381,2009,ENG0702258,51
MEE311,2009,ENG0702258,54
MEE321,2009,ENG0702258,54
MEE351,2009,ENG0702258,60
MEE361,2009,ENG0702258,74
PRE311,2009,ENG0702258,44
ELA301,2009,ENG0702258,52
EEE318,2009,ENG0702258,56
EMA382,2009,ENG0702258,68
MEE312,2009,ENG0702258,20
MEE322,2009,ENG0702258,47
MEE332,2009,ENG0702258,45
MEE342,2009,ENG0702258,50
MEE352,2009,ENG0702258,67
MEE362,2009,ENG0702258,48
MEE372,2009,ENG0702258,68
ELA302,2009,ENG0702258,57
EMA481,2010,ENG0702258,40
MEE411,2010,ENG0702258,47
MEE421,2010,ENG0702258,50
MEE431,2010,ENG0702258,40
MEE441,2010,ENG0702258,70
MEE451,2010,ENG0702258,46
MEE461,2010,ENG0702258,56
MEE471,2010,ENG0702258,58
ELA401,2010,ENG0702258,64
CED300,2010,ENG0702258,43
MEE511,2011,ENG0702258,53
MEE521,2011,ENG0702258,56
MEE551,2011,ENG0702258,53
MEE561,2011,ENG0702258,51
MEE571,2011,ENG0702258,60
PRE571,2011,ENG0702258,53
MEE501,2011,ENG0702258,67
MEE512,2011,ENG0702258,35
MEE522,2011,ENG0702258,28
MEE552,2011,ENG0702258,33
MEE562,2011,ENG0702258,60
MEE572,2011,ENG0702258,34
PRE572,2011,ENG0702258,18
MEE502,2011,ENG0702258,67
MEE431,2011,ENG0702258,27
CVE211,2008,ENG0702258,68
EEE211,2008,ENG0702258,56
EMA281,2008,ENG0702258,66
ENS211,2008,ENG0702258,40
MEE211,2008,ENG0702258,60
MEE221,2008,ENG0702258,40
PRE211,2008,ENG0702258,42
ELA201,2008,ENG0702258,54
CHE222,2008,ENG0702258,48
EMA282,2008,ENG0702258,60
EEE212,2008,ENG0702258,68
MEE212,2008,ENG0702258,52
MEE222,2008,ENG0702258,58
PRE212,2008,ENG0702258,46
ELA202,2008,ENG0702258,56
CHM124,2008,ENG0702258,33
GST111,2007,ENG0702258,78
GST112,2007,ENG0702258,72
CHM111,2007,ENG0702258,77
CHM113,2007,ENG0702258,60
MTH110,2007,ENG0702258,58
MTH112,2007,ENG0702258,58
PHY111,2007,ENG0702258,54
PHY113,2007,ENG0702258,40
GST121,2007,ENG0702258,84
GST122,2007,ENG0702258,70
GST123,2007,ENG0702258,64
CHM122,2007,ENG0702258,60
CHM124,2007,ENG0702258,29
MTH123,2007,ENG0702258,55
MTH125,2007,ENG0702258,63
PHY109,2007,ENG0702258,58
PHY124,2007,ENG0702258,62
MEE552,2012,ENG0702258,55
PRE572,2012,ENG0702258,50
PRE572,2014,ENG0702259,70
MEE522,2014,ENG0702259,60
MEE571,2014,ENG0702259,40
PRE571,2014,ENG0702259,50
MEE511,2014,ENG0702259,70
MEE521,2014,ENG0702259,87
MEE501,2013,ENG0702259,74
MEE502,2013,ENG0702259,74
MEE451,2013,ENG0702259,81
MEE461,2013,ENG0702259,73
MEE471,2013,ENG0702259,70
MEE551,2013,ENG0702259,64
MEE512,2013,ENG0702259,52
MEE332,2013,ENG0702259,81
MEE552,2013,ENG0702259,71
MEE312,2013,ENG0702259,72
MEE581,2013,ENG0702259,70
CVE311,2012,ENG0702259,51
EEE317,2012,ENG0702259,28
PRE311,2012,ENG0702259,53
EEE211,2012,ENG0702259,46
EEE211,2009,ENG0702259,33
MEE211,2009,ENG0702259,58
CVE311,2009,ENG0702259,37
EEE317,2009,ENG0702259,35
EMA381,2009,ENG0702259,53
MEE311,2009,ENG0702259,61
MEE321,2009,ENG0702259,60
MEE351,2009,ENG0702259,53
MEE361,2009,ENG0702259,59
ELA301,2009,ENG0702259,64
EEE318,2009,ENG0702259,47
EMA382,2009,ENG0702259,74
MEE312,2009,ENG0702259,23
MEE322,2009,ENG0702259,40
MEE332,2009,ENG0702259,32
MEE342,2009,ENG0702259,42
MEE352,2009,ENG0702259,43
MEE362,2009,ENG0702259,45
ELA302,2009,ENG0702259,52
EMA481,2012,ENG0702259,36
MEE421,2012,ENG0702259,50
MEE431,2012,ENG0702259,28
MEE441,2012,ENG0702259,49
MEE451,2012,ENG0702259,31
MEE461,2012,ENG0702259,32
ELA401,2012,ENG0702259,57
CED300,2012,ENG0702259,46
CHM113,2008,ENG0702259,44
CVE211,2008,ENG0702259,50
ECP281,2008,ENG0702259,66
EEE211,2008,ENG0702259,34
EMA281,2008,ENG0702259,62
ENS211,2008,ENG0702259,40
MEE211,2008,ENG0702259,22
MEE221,2008,ENG0702259,58
PRE211,2008,ENG0702259,55
ELA201,2008,ENG0702259,50
CHE222,2008,ENG0702259,54
EMA282,2008,ENG0702259,50
EEE212,2008,ENG0702259,40
MEE212,2008,ENG0702259,53
MEE222,2008,ENG0702259,86
PRE212,2008,ENG0702259,52
ELA202,2008,ENG0702259,58
GST111,2007,ENG0702259,60
GST112,2007,ENG0702259,60
CHM111,2007,ENG0702259,57
CHM113,2007,ENG0702259,34
MTH110,2007,ENG0702259,55
MTH112,2007,ENG0702259,53
PHY111,2007,ENG0702259,90
PHY113,2007,ENG0702259,86
GST121,2007,ENG0702259,44
GST122,2007,ENG0702259,76
GST123,2007,ENG0702259,58
CHM122,2007,ENG0702259,42
CHM124,2007,ENG0702259,41
MTH123,2007,ENG0702259,53
MTH125,2007,ENG0702259,53
PHY109,2007,ENG0702259,55
PHY124,2007,ENG0702259,70
MEE431,2013,ENG0702259,72
EEE317,2013,ENG0702259,25
EMA481,2013,ENG0702259,50
MEE372,2013,ENG0702259,63
MEE411,2013,ENG0702259,73
MEE572,2013,ENG0702259,50
MEE582,2013,ENG0702259,60
EEE317,2014,ENG0702259,40
MEE312,2011,ENG0702260,68
MEE362,2011,ENG0702260,28
MEE372,2011,ENG0702260,43
CVE311,2009,ENG0702260,53
EEE317,2009,ENG0702260,64
EMA381,2009,ENG0702260,57
MEE311,2009,ENG0702260,62
MEE321,2009,ENG0702260,66
MEE351,2009,ENG0702260,60
MEE361,2009,ENG0702260,71
PRE311,2009,ENG0702260,80
ELA301,2009,ENG0702260,56
EEE318,2009,ENG0702260,56
EMA382,2009,ENG0702260,75
MEE312,2009,ENG0702260,25
MEE322,2009,ENG0702260,45
MEE332,2009,ENG0702260,40
MEE342,2009,ENG0702260,51
MEE352,2009,ENG0702260,43
MEE362,2009,ENG0702260,38
MEE372,2009,ENG0702260,0
ELA302,2009,ENG0702260,50
EMA481,2010,ENG0702260,36
MEE411,2010,ENG0702260,50
MEE421,2010,ENG0702260,52
MEE431,2010,ENG0702260,43
MEE441,2010,ENG0702260,62
MEE451,2010,ENG0702260,56
MEE461,2010,ENG0702260,70
MEE471,2010,ENG0702260,56
ELA401,2010,ENG0702260,53
CED300,2010,ENG0702260,48
MEE551,2012,ENG0702260,40
MEE511,2011,ENG0702260,44
MEE521,2011,ENG0702260,50
MEE541,2011,ENG0702260,40
MEE551,2011,ENG0702260,37
MEE571,2011,ENG0702260,75
PRE571,2011,ENG0702260,46
MEE501,2011,ENG0702260,71
MEE512,2011,ENG0702260,65
MEE522,2011,ENG0702260,51
MEE542,2011,ENG0702260,62
MEE552,2011,ENG0702260,57
MEE572,2011,ENG0702260,70
PRE572,2011,ENG0702260,33
MEE502,2011,ENG0702260,71
EMA481,2011,ENG0702260,78
CVE211,2008,ENG0702260,58
ECP281,2008,ENG0702260,63
EEE211,2008,ENG0702260,77
EMA281,2008,ENG0702260,56
ENS211,2008,ENG0702260,50
MEE211,2008,ENG0702260,46
MEE221,2008,ENG0702260,55
PRE211,2008,ENG0702260,65
ELA201,2008,ENG0702260,49
CHE222,2008,ENG0702260,62
EMA282,2008,ENG0702260,64
EEE212,2008,ENG0702260,65
MEE212,2008,ENG0702260,55
MEE222,2008,ENG0702260,51
PRE212,2008,ENG0702260,67
ELA202,2008,ENG0702260,57
GST111,2007,ENG0702260,54
GST112,2007,ENG0702260,56
CHM111,2007,ENG0702260,56
CHM113,2007,ENG0702260,47
MTH110,2007,ENG0702260,78
MTH112,2007,ENG0702260,68
PHY111,2007,ENG0702260,52
PHY113,2007,ENG0702260,58
GST121,2007,ENG0702260,48
GST122,2007,ENG0702260,82
GST123,2007,ENG0702260,68
CHM122,2007,ENG0702260,41
CHM124,2007,ENG0702260,43
MTH123,2007,ENG0702260,47
MTH125,2007,ENG0702260,48
PHY109,2007,ENG0702260,53
PHY124,2007,ENG0702260,56
PRE572,2012,ENG0702260,63
MEE362,2012,ENG0702260,40
EEE211,2009,ENG0702261,24
ENS211,2009,ENG0702261,42
EMA381,2009,ENG0702261,51
MEE351,2009,ENG0702261,53
ELA301,2009,ENG0702261,26
EEE318,2009,ENG0702261,28
CVE211,2008,ENG0702261,40
ECP281,2008,ENG0702261,51
EEE211,2008,ENG0702261,24
EMA281,2008,ENG0702261,62
ENS211,2008,ENG0702261,30
MEE211,2008,ENG0702261,64
PRE211,2008,ENG0702261,42
ELA201,2008,ENG0702261,41
CHE222,2008,ENG0702261,43
EMA282,2008,ENG0702261,42
EEE212,2008,ENG0702261,54
MEE212,2008,ENG0702261,55
MEE222,2008,ENG0702261,20
PRE212,2008,ENG0702261,30
ELA202,2008,ENG0702261,25
GST111,2007,ENG0702261,74
GST112,2007,ENG0702261,68
CHM111,2007,ENG0702261,56
CHM113,2007,ENG0702261,56
MTH110,2007,ENG0702261,68
MTH112,2007,ENG0702261,60
PHY111,2007,ENG0702261,52
PHY113,2007,ENG0702261,56
GST121,2007,ENG0702261,44
GST122,2007,ENG0702261,78
GST123,2007,ENG0702261,62
CHM122,2007,ENG0702261,42
CHM124,2007,ENG0702261,43
MTH123,2007,ENG0702261,53
MTH125,2007,ENG0702261,55
PHY109,2007,ENG0702261,48
PHY124,2007,ENG0702261,46
MEE372,2011,ENG0702262,40
MEE221,2009,ENG0702262,55
CVE311,2009,ENG0702262,51
EEE317,2009,ENG0702262,22
EMA381,2009,ENG0702262,69
MEE311,2009,ENG0702262,60
MEE321,2009,ENG0702262,53
MEE351,2009,ENG0702262,37
MEE361,2009,ENG0702262,76
PRE311,2009,ENG0702262,50
ELA301,2009,ENG0702262,45
EEE318,2009,ENG0702262,79
EMA382,2009,ENG0702262,76
MEE312,2009,ENG0702262,60
MEE322,2009,ENG0702262,57
MEE332,2009,ENG0702262,50
MEE342,2009,ENG0702262,47
MEE352,2009,ENG0702262,41
MEE362,2009,ENG0702262,62
MEE372,2009,ENG0702262,0
ELA302,2009,ENG0702262,53
MEE351,2010,ENG0702262,59
EEE317,2010,ENG0702262,60
EMA481,2010,ENG0702262,53
MEE411,2010,ENG0702262,51
MEE421,2010,ENG0702262,55
MEE431,2010,ENG0702262,43
MEE441,2010,ENG0702262,60
MEE451,2010,ENG0702262,56
MEE461,2010,ENG0702262,53
MEE471,2010,ENG0702262,54
ELA401,2010,ENG0702262,46
CED300,2010,ENG0702262,58
MEE511,2011,ENG0702262,61
MEE521,2011,ENG0702262,56
MEE551,2011,ENG0702262,45
MEE561,2011,ENG0702262,95
MEE571,2011,ENG0702262,97
PRE571,2011,ENG0702262,42
MEE501,2011,ENG0702262,75
MEE512,2011,ENG0702262,71
MEE522,2011,ENG0702262,66
MEE552,2011,ENG0702262,78
MEE562,2011,ENG0702262,87
MEE572,2011,ENG0702262,84
PRE572,2011,ENG0702262,60
MEE502,2011,ENG0702262,75
CVE211,2008,ENG0702262,63
ECP281,2008,ENG0702262,85
EEE211,2008,ENG0702262,62
EMA281,2008,ENG0702262,64
ENS211,2008,ENG0702262,54
MEE211,2008,ENG0702262,48
MEE221,2008,ENG0702262,37
PRE211,2008,ENG0702262,52
ELA201,2008,ENG0702262,45
CHE222,2008,ENG0702262,76
EMA282,2008,ENG0702262,72
EEE212,2008,ENG0702262,70
MEE212,2008,ENG0702262,61
MEE222,2008,ENG0702262,45
PRE212,2008,ENG0702262,86
ELA202,2008,ENG0702262,52
GST111,2007,ENG0702262,70
GST112,2007,ENG0702262,80
CHM111,2007,ENG0702262,77
CHM113,2007,ENG0702262,46
MTH110,2007,ENG0702262,60
MTH112,2007,ENG0702262,63
PHY111,2007,ENG0702262,60
PHY113,2007,ENG0702262,66
GST121,2007,ENG0702262,64
GST122,2007,ENG0702262,70
GST123,2007,ENG0702262,62
CHM122,2007,ENG0702262,44
CHM124,2007,ENG0702262,41
MTH123,2007,ENG0702262,47
MTH125,2007,ENG0702262,68
PHY109,2007,ENG0702262,63
PHY124,2007,ENG0702262,84
MEE372,2011,ENG0702263,76
CVE311,2009,ENG0702263,81
EEE317,2009,ENG0702263,70
EMA381,2009,ENG0702263,73
MEE311,2009,ENG0702263,64
MEE321,2009,ENG0702263,72
MEE351,2009,ENG0702263,67
MEE361,2009,ENG0702263,79
PRE311,2009,ENG0702263,80
ELA301,2009,ENG0702263,60
EEE318,2009,ENG0702263,73
EMA382,2009,ENG0702263,74
MEE312,2009,ENG0702263,40
MEE322,2009,ENG0702263,45
MEE332,2009,ENG0702263,60
MEE342,2009,ENG0702263,57
MEE352,2009,ENG0702263,74
MEE362,2009,ENG0702263,75
MEE372,2009,ENG0702263,0
ELA302,2009,ENG0702263,58
MEE322,2010,ENG0702263,80
MEE312,2010,ENG0702263,42
EMA481,2010,ENG0702263,60
MEE411,2010,ENG0702263,64
MEE421,2010,ENG0702263,70
MEE431,2010,ENG0702263,88
MEE441,2010,ENG0702263,82
MEE451,2010,ENG0702263,73
MEE461,2010,ENG0702263,75
MEE471,2010,ENG0702263,68
ELA401,2010,ENG0702263,65
CED300,2010,ENG0702263,59
MEE511,2011,ENG0702263,83
MEE521,2011,ENG0702263,70
MEE551,2011,ENG0702263,83
MEE561,2011,ENG0702263,80
MEE571,2011,ENG0702263,85
PRE571,2011,ENG0702263,66
MEE501,2011,ENG0702263,73
MEE512,2011,ENG0702263,90
MEE522,2011,ENG0702263,73
MEE552,2011,ENG0702263,64
MEE562,2011,ENG0702263,84
MEE572,2011,ENG0702263,86
PRE572,2011,ENG0702263,58
MEE502,2011,ENG0702263,73
CVE211,2008,ENG0702263,90
ECP281,2008,ENG0702263,87
EEE211,2008,ENG0702263,80
EMA281,2008,ENG0702263,88
ENS211,2008,ENG0702263,72
MEE211,2008,ENG0702263,68
MEE221,2008,ENG0702263,78
PRE211,2008,ENG0702263,72
ELA201,2008,ENG0702263,55
CHE222,2008,ENG0702263,66
EMA282,2008,ENG0702263,72
EEE212,2008,ENG0702263,77
MEE212,2008,ENG0702263,70
MEE222,2008,ENG0702263,88
PRE212,2008,ENG0702263,94
ELA202,2008,ENG0702263,53
GST111,2007,ENG0702263,70
GST112,2007,ENG0702263,78
CHM111,2007,ENG0702263,82
CHM113,2007,ENG0702263,84
MTH110,2007,ENG0702263,85
MTH112,2007,ENG0702263,88
PHY111,2007,ENG0702263,80
PHY113,2007,ENG0702263,94
GST121,2007,ENG0702263,66
GST122,2007,ENG0702263,84
GST123,2007,ENG0702263,78
CHM122,2007,ENG0702263,79
CHM124,2007,ENG0702263,59
MTH123,2007,ENG0702263,83
MTH125,2007,ENG0702263,90
PHY109,2007,ENG0702263,58
PHY124,2007,ENG0702263,84
CVE311,2009,ENG0702264,50
EEE317,2009,ENG0702264,71
EMA381,2009,ENG0702264,75
MEE311,2009,ENG0702264,75
MEE321,2009,ENG0702264,61
MEE351,2009,ENG0702264,50
MEE361,2009,ENG0702264,81
PRE311,2009,ENG0702264,76
ELA301,2009,ENG0702264,53
EEE318,2009,ENG0702264,75
EMA382,2009,ENG0702264,75
MEE312,2009,ENG0702264,60
MEE322,2009,ENG0702264,48
MEE332,2009,ENG0702264,63
MEE342,2009,ENG0702264,66
MEE352,2009,ENG0702264,69
MEE362,2009,ENG0702264,63
MEE372,2009,ENG0702264,61
ELA302,2009,ENG0702264,71
EMA481,2010,ENG0702264,64
MEE411,2010,ENG0702264,68
MEE421,2010,ENG0702264,70
MEE431,2010,ENG0702264,65
MEE441,2010,ENG0702264,85
MEE451,2010,ENG0702264,62
MEE461,2010,ENG0702264,84
MEE471,2010,ENG0702264,79
ELA401,2010,ENG0702264,61
CED300,2010,ENG0702264,49
MEE511,2011,ENG0702264,73
MEE521,2011,ENG0702264,82
MEE551,2011,ENG0702264,68
MEE561,2011,ENG0702264,87
MEE571,2011,ENG0702264,83
PRE571,2011,ENG0702264,72
MEE501,2011,ENG0702264,75
MEE512,2011,ENG0702264,82
MEE522,2011,ENG0702264,76
MEE552,2011,ENG0702264,70
MEE562,2011,ENG0702264,91
MEE572,2011,ENG0702264,98
PRE572,2011,ENG0702264,67
MEE502,2011,ENG0702264,75
CVE211,2008,ENG0702264,83
ECP281,2008,ENG0702264,87
EEE211,2008,ENG0702264,70
EMA281,2008,ENG0702264,74
ENS211,2008,ENG0702264,66
MEE211,2008,ENG0702264,68
MEE221,2008,ENG0702264,57
PRE211,2008,ENG0702264,65
ELA201,2008,ENG0702264,57
CHE222,2008,ENG0702264,66
EMA282,2008,ENG0702264,66
EEE212,2008,ENG0702264,67
MEE212,2008,ENG0702264,71
MEE222,2008,ENG0702264,74
PRE212,2008,ENG0702264,80
ELA202,2008,ENG0702264,58
GST111,2007,ENG0702264,64
GST112,2007,ENG0702264,58
CHM111,2007,ENG0702264,70
CHM113,2007,ENG0702264,50
MTH110,2007,ENG0702264,68
MTH112,2007,ENG0702264,65
PHY111,2007,ENG0702264,58
PHY113,2007,ENG0702264,68
GST121,2007,ENG0702264,56
GST122,2007,ENG0702264,88
GST123,2007,ENG0702264,58
CHM122,2007,ENG0702264,58
CHM124,2007,ENG0702264,43
MTH123,2007,ENG0702264,69
MTH125,2007,ENG0702264,80
PHY109,2007,ENG0702264,58
PHY124,2007,ENG0702264,60
CHM113,2008,ENG0702265,51
CHM124,2008,ENG0702265,29
GST111,2008,ENG0702265,43
GST111,2007,ENG0702265,38
CHM122,2008,ENG0702265,32
GST121,2008,ENG0702265,48
PHY113,2008,ENG0702265,28
GST112,2007,ENG0702265,42
CHM111,2007,ENG0702265,50
CHM113,2007,ENG0702265,33
MTH110,2007,ENG0702265,65
MTH112,2007,ENG0702265,58
PHY111,2007,ENG0702265,40
PHY113,2007,ENG0702265,34
GST121,2007,ENG0702265,26
GST122,2007,ENG0702265,40
GST123,2007,ENG0702265,44
CHM122,2007,ENG0702265,27
CHM124,2007,ENG0702265,28
MTH123,2007,ENG0702265,65
MTH125,2007,ENG0702265,55
PHY109,2007,ENG0702265,73
PHY124,2007,ENG0702265,68
ELA201,2008,ENG0702266,58
ELA202,2008,ENG0702266,41
GST111,2007,ENG0702266,70
GST112,2007,ENG0702266,64
CHM111,2007,ENG0702266,51
CHM113,2007,ENG0702266,50
MTH110,2007,ENG0702266,60
MTH112,2007,ENG0702266,53
PHY111,2007,ENG0702266,48
PHY113,2007,ENG0702266,46
GST121,2007,ENG0702266,52
GST122,2007,ENG0702266,80
GST123,2007,ENG0702266,62
CHM122,2007,ENG0702266,56
CHM124,2007,ENG0702266,43
MTH123,2007,ENG0702266,53
MTH125,2007,ENG0702266,78
PHY109,2007,ENG0702266,53
PHY124,2007,ENG0702266,44
GST111,2007,ENG0702267,56
GST112,2007,ENG0702267,60
CHM111,2007,ENG0702267,40
CHM113,2007,ENG0702267,34
MTH110,2007,ENG0702267,28
MTH112,2007,ENG0702267,33
PHY111,2007,ENG0702267,36
PHY113,2007,ENG0702267,34
GST121,2007,ENG0702267,38
GST122,2007,ENG0702267,60
GST123,2007,ENG0702267,56
CHM122,2007,ENG0702267,26
CHM124,2007,ENG0702267,43
MTH123,2007,ENG0702267,37
MTH125,2007,ENG0702267,35
PHY109,2007,ENG0702267,63
PHY124,2007,ENG0702267,26
EMA481,2009,ENG0702268,64
EMA481,2009,ENG0702268,43
MEE411,2009,ENG0702268,84
MEE421,2009,ENG0702268,66
MEE431,2009,ENG0702268,64
MEE441,2009,ENG0702268,53
MEE451,2009,ENG0702268,73
MEE461,2009,ENG0702268,28
MEE471,2009,ENG0702268,73
ELA401,2009,ENG0702268,58
CED300,2009,ENG0702268,31
MEE372,2010,ENG0702268,40
MEE461,2010,ENG0702268,71
CED300,2010,ENG0702268,70
MEE511,2010,ENG0702268,61
MEE521,2010,ENG0702268,80
MEE531,2010,ENG0702268,83
MEE551,2010,ENG0702268,84
MEE571,2010,ENG0702268,81
PRE571,2010,ENG0702268,79
MEE501,2010,ENG0702268,82
MEE512,2010,ENG0702268,55
MEE522,2010,ENG0702268,41
MEE532,2010,ENG0702268,63
MEE552,2010,ENG0702268,55
MEE572,2010,ENG0702268,87
PRE572,2010,ENG0702268,60
MEE502,2010,ENG0702268,82
MEE211,2008,ENG0702268,60
CVE311,2008,ENG0702268,66
EEE317,2008,ENG0702268,97
EMA381,2008,ENG0702268,65
MEE311,2008,ENG0702268,60
MEE321,2008,ENG0702268,55
MEE351,2008,ENG0702268,68
MEE361,2008,ENG0702268,74
PRE311,2008,ENG0702268,82
